CaseID,ActivityID,CompleteTimestamp
20006,411057,2016-05-23 12:41:49
20006,225828,2016-05-23 12:41:49
20006,479982,2016-05-23 12:41:49
20007,474178,2016-05-23 12:40:50
20007,169704,2016-05-30 12:40:51
20007,411057,2016-05-30 17:19:26
20007,479982,2016-05-30 17:19:26
20007,225828,2016-05-30 17:19:26
20007,915472,2016-05-30 17:19:26
20008,026979,2016-05-23 12:40:55
20008,972752,2016-05-23 12:40:55
20008,762578,2016-05-23 12:40:55
22001,846607,2016-05-25 03:00:01
22001,556862,2016-05-25 03:00:03
22001,607891,2016-05-25 03:00:03
23001,474178,2016-05-26 10:42:06
23001,915472,2016-05-26 10:45:20
23002,474178,2016-05-26 10:45:01
23002,225828,2016-05-26 14:51:54
23002,915472,2016-05-26 14:51:54
23002,411057,2016-05-26 14:51:54
23002,479982,2016-05-26 14:51:54
23003,135242,2016-05-26 10:45:18
23003,375088,2016-05-26 10:45:18
23003,077929,2016-05-26 10:45:18
23003,355928,2016-05-26 10:45:18
23003,308411,2016-05-26 10:45:18
23003,941972,2016-05-26 10:45:18
23004,474178,2016-05-26 10:45:43
23004,479982,2016-05-26 14:55:17
23004,225828,2016-05-26 14:55:17
23004,915472,2016-05-26 14:55:17
23004,411057,2016-05-26 14:55:17
24001,474178,2016-05-31 11:40:34
24001,479982,2016-05-31 15:33:03
24001,915472,2016-05-31 15:33:03
24001,411057,2016-05-31 15:33:03
24001,225828,2016-05-31 15:33:03
25001,474178,2016-06-02 10:19:55
25001,479982,2016-06-02 21:56:31
25001,225828,2016-06-02 21:56:31
25001,411057,2016-06-02 21:56:31
25001,915472,2016-06-02 21:56:31
26001,474178,2016-06-03 16:51:13
26001,169704,2016-06-10 16:51:16
26001,411057,2016-06-10 16:51:54
26001,915472,2016-06-10 16:51:54
26001,479982,2016-06-10 16:51:54
26001,225828,2016-06-10 16:51:54
27001,474178,2016-06-13 16:34:28
27001,169704,2016-06-20 16:34:30
27001,629038,2016-06-20 17:16:34
27001,915472,2016-06-20 17:16:34
27001,479982,2016-06-20 17:16:34
27001,603158,2016-06-20 17:16:34
27001,674344,2016-06-20 17:16:35
27001,411057,2016-06-20 17:16:35
27001,166921,2016-06-20 17:16:35
27002,474178,2016-06-13 16:35:28
27002,169704,2016-06-20 16:35:29
27002,915472,2016-06-20 17:16:47
27002,479982,2016-06-20 17:16:47
27002,674344,2016-06-20 17:16:48
27002,411057,2016-06-20 17:16:48
27002,166921,2016-06-20 17:16:48
27002,603158,2016-06-20 17:16:48
27002,629038,2016-06-20 17:16:48
27003,474178,2016-06-13 17:06:05
27003,169704,2016-06-20 17:06:05
27003,479982,2016-06-20 17:16:11
27003,603158,2016-06-20 17:16:11
27003,915472,2016-06-20 17:16:11
27003,674344,2016-06-20 17:16:12
27003,166921,2016-06-20 17:16:12
27003,629038,2016-06-20 17:16:12
27003,411057,2016-06-20 17:16:12
27004,474178,2016-06-13 17:11:19
27004,169704,2016-06-20 17:11:19
27004,411057,2016-06-20 17:16:25
27004,915472,2016-06-20 17:16:25
27004,674344,2016-06-20 17:16:25
27004,603158,2016-06-20 17:16:25
27004,166921,2016-06-20 17:16:25
27004,479982,2016-06-20 17:16:25
27004,629038,2016-06-20 17:16:25
28001,474178,2016-06-14 12:33:54
28001,915472,2016-06-14 12:33:54
28001,169704,2016-06-21 12:33:56
28002,915472,2016-06-14 12:34:47
28002,474178,2016-06-14 12:34:47
28002,169704,2016-06-21 12:34:48
28003,474178,2016-06-14 12:36:20
28003,915472,2016-06-14 12:36:20
28003,169704,2016-06-21 12:36:21
29001,474178,2016-06-16 09:55:16
29001,166921,2016-06-20 17:16:58
29001,674344,2016-06-20 17:16:58
29001,479982,2016-06-20 17:16:58
29001,411057,2016-06-20 17:16:58
29001,915472,2016-06-20 17:16:58
29001,603158,2016-06-20 17:16:58
